prompt,command
Display the system's disk usage,df -h
Display the first 5 columns of the output of 'ls -l',"ls -l | awk '{print $1,$2,$3,$4,$5}' | head -n 5\ndrwxr-xr-x 2 user user 4096 Mar 24 09:58 .\ndrwxr-xr-x 5 user user 4096 Mar 20 11:12 ..\n-rw-r--r-- 1 user user  123 Mar 23 14:22 file1.txt"
Delete all but the most recent X files in bash,(ls -t|head -n X;ls)|sort|uniq -u|xargs rm
check the mail queue,mailq
"Create a new directory named ""project"" and navigate into it.",mkdir project && cd project
"Using awk and sort, generate a report from /var/log/syslog that shows the top 5 processes generating the most log entries in the last 24 hours.","awk 'BEGIN{t=systime()-86400} $0 ~ ""[[:digit:]]{4}-[[:digit:]]{2}-[[:digit:]]{2}"" {split($1,d,""-""); logtime=mktime(d[1]"" ""d[2]"" ""d[3]"" 0 0 0); if(logtime>=t) proc[$5]++} END {for(p in proc) print proc[p], p}' /var/log/syslog | sort -nr | head -5"
"Find all files with a specific extension (e.g., .txt) in the current directory and its subdirectories, then use tar to archive them, and finally use curl to upload the archive to a remote server",find . -type f -name '*.txt' -print0 | tar -czf archive.tar.gz -T - | curl -X POST -H 'Content-Type: application/gzip' --data-binary '@archive.tar.gz' https://example.com/upload
Search for the regex pattern '^test[0-9]+' in all .conf files and display line numbers,"grep -n ""^test[0-9]\+"" *.conf"
"Create a hard link named ""link.txt"" to the file ""original.txt""",ln original.txt link.txt
"Print the 3rd column of the file /etc/passwd, using ':' as the delimiter.",cut -d':' -f3 /etc/passwd
extract a tar.gz archive archive.tar.gz,tar -xzf archive.tar.gz
"Replace all occurrences of ""foo"" with ""bar"" in file ""config.cfg"" in place",sed -i 's/foo/bar/g' config.cfg
show a matrix-style animation,cmatrix
Display disk usage of /home partition in human‑readable format,df -h /home
add a prefix to all files,"for f in *; do mv ""$f"" ""prefix_$f""; done"
run a shell as user jenkins,su - jenkins -s /bin/bash
Create a zip archive of a file named 'example.txt',zip example.zip example.txt
Check the disk usage for all directories in the current directory,du -sh *
"Saves in 'result' variable list of groups which user $line belongs to, and not matching pattern ""_unknown|sciences|everyone|netaccounts""","result=$(groups ""$line"" | sed 's/ /\n/g' | egrep -v ""_unknown|sciences|everyone|netaccounts"")"
Print the system's memory usage,free -m
"Monitor the number of open file descriptors for the process with PID 1234 every 5 seconds, 3 times.",for i in {1..3}; do lsof -p 1234 | wc -l; sleep 5; done
Sync files to remote server,"rsync -avz ./site/ user@server:/var/www/
sending incremental file list…"
"Find duplicate lines in the file ""list.txt"" and write only the duplicates to ""duplicates.txt"".",sort list.txt | uniq -d > duplicates.txt
List all files in the current directory that have the setuid bit set.,find . -type f -perm -4000 -ls
"Combine the contents of all "".conf"" files in ""/etc/nginx/"" into a single file ""nginx_all.conf"".",cat /etc/nginx/*.conf > nginx_all.conf
"Create a Bash one‑liner that lists all mounted filesystems, shows their mount point, total size, used percentage, and flags if usage exceeds 80%, using df and column for alignment.","df -h --output=target,size,pcent | tail -n +2 | awk '{printf ""%s %s %s"", $1, $2, $3; if($3+0>80) printf "" *""; print """"}' | column -t"
Use awk to analyze the system's memory usage and print the top 5 processes consuming the most memory,"ps -eo pid,cmd,%mem --sort=-%mem | head -6 | awk '{print $1, $2, $3}'"
"Using curl and jq, fetch the current weather for London from wttr.in in JSON format and display only the temperature in Celsius","curl -s ""https://wttr.in/London?format=j1"" | jq -r '.current_condition[0].temp_C'"
append text new log entry to a file output.log,"echo ""new log entry"" >> output.log"
"Convert a PDF file named document.pdf to a series of PNG images, one per page.",convert -density 300 document.pdf page_%03d.png
Print the first 10 lines of a file called 'test.txt',head test.txt
setup a cron job for weekly backups,"echo ""0 2 * * 0 /path/to/YOUR_SCRIPT"" | crontab -"
Count running services,"systemctl list-units --type=service --state=running | wc -l
23"
"Find all files in /var/www/html that contain the string ""TODO"" but are not owned by root, and change their ownership to www-data:www-data.","grep -rl ""TODO"" /var/www/html | while read f; do if [ $(stat -c %U ""$f"") != ""root"" ]; then chown www-data:www-data ""$f""; fi; done"
"Convert a PDF file ""doc.pdf"" to a series of PNG images using ImageMagick",convert -density 300 doc.pdf page_%03d.png
"Count how many lines are in the file ""data.csv""",wc -l < data.csv
"Monitor /var/log/syslog for lines containing ""CRITICAL"" and, for each match, send a JSON payload with the timestamp and message to a webhook using curl, ensuring no duplicate alerts within 5 minutes.","tail -F /var/log/syslog | awk '/CRITICAL/ {print $1"" ""$2"" ""$3"" ""$0}' | while read ts1 ts2 ts3 line; do
  ts=""${ts1} ${ts2} ${ts3}"";
  key=$(echo ""$line"" | md5sum | cut -d' ' -f1);
  if ! test -f ""/tmp/alert_${key}.lock""; then
    curl -s -X POST -H 'Content-Type: application/json' -d ""{\""timestamp\"":\""$ts\"",\""message\"":\""$(echo $line | sed 's/""/\\""/g')\""}"" https://example.com/webhook;
    touch ""/tmp/alert_${key}.lock"";
    (sleep 300; rm -f ""/tmp/alert_${key}.lock"") &
  fi;
 done"
Show a tree view of the directory structure under ~/projects up to depth 2.,tree -L 2 ~/projects
Show a progress bar while copying a large file large.iso to /mnt/backup,pv large.iso > /mnt/backup/large.iso
Backup MySQL database,mysqldump -u root -p mydb > mydb_$(date +%F).sql
"Interactively display all lines containing 'word' in all files whose name ends with .properties in the current directory, waiting for user input after each page.",grep -R 'word' *.properties | more
"Display the first 10 lines of a file named ""log.txt"".",head -n 10 log.txt
format JavaScript code with prettier,"prettier --write ""src/**/*.{js,jsx,ts,tsx}"""
"Read and execute file 'lib/B' that located in the same directory as the current script, will fail if currently running script is not in PATH.","source ""$( dirname ""$( which ""$0"" )"" )/lib/B"""
Find all .png files under /home/user.,"find /home/user -name '*.png'
/home/user/pics/logo.png
/home/user/wallpaper.png"
Check if port 3306 is open on localhost using netcat,nc -zv 127.0.0.1 3306
Show network interfaces with IP addresses,"$ ip -br addr
lo               UNKNOWN        127.0.0.1/8 ::1/128
eth0             UP             10.0.0.5/24"
use named pipe for inter-process communication,"mkfifo /tmp/pipe && cat /tmp/pipe & echo ""data"" > /tmp/pipe"
"run command ""set -a; . /path/to/nullmailer-vars; set +a; /usr/sbin/logcheck"" with a bash as user root","su -s /bin/bash -c ""set -a; \                     . /path/to/nullmailer-vars; \                     set +a; \                     /usr/sbin/logcheck"" logcheck"
list all installed packages,dpkg -l
export Kubernetes resource as YAML,kubectl get deployment deployment_name -o yaml
remove BOM from a UTF-8 file,sed -i '1s/^\xEF\xBB\xBF//' file.txt
replace old_name with new_name in all Python files,"find . -name ""*.py"" -exec sed -i ""s/old_name/new_name/g"" {} +"
"Archive all log files older than 30 days from /var/log into a gzipped tarball named logs_YYYYMMDD.tar.gz (date of archive), then delete the originals, ensuring the operation is atomic.","archive_date=$(date +%Y%m%d); tmp_dir=$(mktemp -d); find /var/log -type f -name \""*.log\"" -mtime +30 -exec cp --parents {} $tmp_dir \; && tar -czf /tmp/logs_${archive_date}.tar.gz -C $tmp_dir . && rm -rf $tmp_dir && find /var/log -type f -name \""*.log\"" -mtime +30 -delete"
"Display the environment variables that contain the string ""PATH""",env | grep PATH
"Using find and xargs, change the permissions of all .sh files under /opt/scripts that are larger than 10 KB to be executable by the owner only, and output a summary of changed files.","find /opt/scripts -type f -name '*.sh' -size +10k -print0 | \
  xargs -0 -I{} sh -c 'chmod 700 ""{}"" && echo ""Changed: {}""'"
"Create intermediate directories ""tmp"" as required and directories real_dir1 and real_dir2",mkdir -p tmp/real_dir1 tmp/real_dir2
Show the CPU usage per core in a single line,"mpstat -P ALL 1 1 | awk '/Average/ && $2 ~ /[0-9]/ {printf ""CPU%s: %.1f%% "", $2, 100-$12}'"
Schedule a one‑time job to run /usr/local/bin/cleanup.sh at 02:30 AM tomorrow using at.,"echo ""/usr/local/bin/cleanup.sh"" | at 02:30 tomorrow"
Create a new zip file called 'example.zip' with the contents of a directory called 'example',zip -r example.zip example/
"Recursively replace all occurrences of the string 'TODO' with 'DONE' in .py files under the current directory, but skip any directory named 'venv'","find . -type d -name venv -prune -o -type f -name ""*.py"" -print0 | xargs -0 sed -i 's/TODO/DONE/g'"
Print the current user's home directory,echo $HOME
Check the syntax of the Bash script deploy.sh without executing it,bash -n deploy.sh
create an incremental backup with rsync,rsync -avz --delete YOUR_SOURCE YOUR_BACKUP
stress test with wrk,wrk -t12 -c400 -d30s https://example.com/
"Modify and rewrite 'file' replacing all instances of ""foo"" with ""bar""",sed -i 's/foo/bar/g' file
enable promiscuous mode on an interface eth0,sudo ip link set eth0 promisc on
Display the first 10 lines of the file /var/log/syslog.,head -n 10 /var/log/syslog
"Search for environmental variables with ""HIST"" in their name or contents",set | grep HIST
Set shell option 'histverify'.,shopt -s histverify
Print the number of words in a file 'example.txt',wc -w example.txt
"Generate a command that finds all symbolic links under /etc that are broken, replaces each with a copy of the target file if it exists elsewhere, otherwise deletes the link, and logs actions.","find /etc -xtype l | while read link; do target=$(readlink -f ""$link""); if [[ -e ""$target"" ]]; then cp -a ""$target"" ""$(dirname ""$link"")/$(basename ""$target"")"" && echo ""Replaced $link with copy of $target"" >> /var/log/link_fix.log; else rm -f ""$link"" && echo ""Removed broken link $link"" >> /var/log/link_fix.log; fi; done"
interactive process viewer,htop
display a file with line numbers,cat -n file.txt
Display the history of commands,history
Change the permissions of script.sh to be executable by the owner only.,chmod 700 script.sh
List services with systemctl,"systemctl list-units --type=service --state=running | grep ssh
sshd.service    loaded active running OpenSSH server daemon"
find merge commits,git log --merges --oneline
Reload the .bashrc file without logging out,source ~/.bashrc
"Compress a file ""report.txt"" using bzip2 (creates report.txt.bz2)",bzip2 report.txt
Show directory sizes in KB and sort to give the largest at the end,du -sk $(find . -type d) | sort -n -k 1
"Search PATH for utilities called ""rename"", display the type of file (script, executable, ...) for each match found.",which -a rename | xargs file -L
Delete the commands 1006 through 1008 from history,for h in $(seq 1006 1008 | tac); do history -d $h; done
use rsync with SSH,rsync -avz -e ssh YOUR_SOURCE YOUR_DESTINATION
"Write a Bash script that reads a CSV of user:uid pairs, creates those users on the system with the specified UID, adds them to the sudo group, and logs successes and failures to /var/log/user_create.log.","#!/usr/bin/env bash
log=/var/log/user_create.log
while IFS=, read -r user uid; do
  if id ""$user"" &>/dev/null; then
    echo ""$(date): $user already exists"" >> ""$log""
    continue
  fi
  if useradd -u ""$uid"" -G sudo ""$user""; then
    echo ""$(date): Created $user with UID $uid"" >> ""$log""
  else
    echo ""$(date): Failed to create $user"" >> ""$log""
  fi
done < users.csv"
List all running processes owned by user alice,"ps -u alice -o pid,cmd
  7324 /usr/bin/python script.py
  7340 /usr/bin/bash"
"Replace all occurrences of ""foo"" with ""bar"" in file ""config.cfg"" (in‑place)",sed -i 's/foo/bar/g' config.cfg
"Develop a Bash function backup_mysql that dumps all MySQL databases to a timestamped .sql.gz file, encrypts it with GPG using a given recipient, and stores it in /backups/mysql/.","#!/usr/bin/env bash
backup_mysql(){
    local recipient=""$1""
    local ts=$(date +%Y%m%d%H%M%S)
    local dump=""/backups/mysql/all_$ts.sql""
    mysqldump --all-databases | gzip > ""$dump.gz""
    gpg --encrypt --recipient ""$recipient"" ""$dump.gz""
    rm -f ""$dump.gz""
}
# Example: backup_mysql ""admin@example.com"""
