prompt,command
"Find all JPEG files larger than 10 MiB in /home, compute their SHA‑256 checksums in parallel (max 8 jobs), and write a sorted list of checksum‑filename pairs to ~/large_images.sha256.","find /home -type f -name \""*.jpg\"" -size +10M -print0 | xargs -0 -n1 -P8 sha256sum | sort -k1 > ~/large_images.sha256"
"Create a Bash function called retry that runs a command up to 5 times with exponential back‑off (1,2,4,8,16 seconds) until it succeeds, and demonstrate it with a curl download of https://example.com/data.json.","retry(){ local cmd=\""$*\""; local delay=1; for i in {1..5}; do eval $cmd && return 0; echo \""Attempt $i failed, retrying in $delay seconds...\""; sleep $delay; delay=$((delay*2)); done; return 1; }; retry curl -sSf https://example.com/data.json -o data.json #=> data.json downloaded if successful"
"Archive all log files older than 30 days from /var/log into a gzipped tarball named logs_YYYYMMDD.tar.gz (date of archive), then delete the originals, ensuring the operation is atomic.","archive_date=$(date +%Y%m%d); tmp_dir=$(mktemp -d); find /var/log -type f -name \""*.log\"" -mtime +30 -exec cp --parents {} $tmp_dir \; && tar -czf /tmp/logs_${archive_date}.tar.gz -C $tmp_dir . && rm -rf $tmp_dir && find /var/log -type f -name \""*.log\"" -mtime +30 -delete"
"Parse a JSON file config.json to extract the value of ""api_key"" and export it as an environment variable API_KEY, handling the case where the key is missing gracefully.","API_KEY=$(jq -r '.api_key // empty' config.json); if [[ -z $API_KEY ]]; then echo \""api_key not found in config.json\"" >&2; else export API_KEY; fi #=> API_KEY exported if present"
Monitor CPU usage every 5 seconds and write a timestamped entry to ~/cpu.log only when usage exceeds 80 %. Use awk to compute the average of all cores.,"while sleep 5; do usage=$(mpstat 1 1 | awk '/Average/ {print 100-$NF}'); if (( $(echo ""$usage > 80"" | bc -l) )); then echo \""$(date +'%Y-%m-%d %H:%M:%S') CPU $usage%\"" >> ~/cpu.log; fi; done &"
"Recursively replace all occurrences of the string ""TODO"" with ""DONE"" in .py files under the current directory, but skip any directory named ""venv"" or "".git"".","find . -type d \( -name venv -o -name .git \) -prune -o -type f -name \""*.py\"" -print0 | xargs -0 sed -i 's/TODO/DONE/g'"
"Generate a report of the top 10 most frequently used commands from the current user's bash history, sorted by count, and output as a markdown table.","history | awk '{CMD=$2; for(i=3;i<=NF;i++) CMD=CMD"" ""$i} END{for(c in CMD)cnt[CMD[c]]++} END{for(c in cnt)print cnt[c],c}' | sort -nr | head -10 | awk 'BEGIN{print ""| Count | Command |""; print ""|-------|---------|""} {print ""| ""$1"" | ""$2"" |""}'"
"Using curl and jq, fetch the latest release tag name of the GitHub repository ""torvalds/linux"" and store it in a variable LATEST_TAG.","LATEST_TAG=$(curl -s https://api.github.com/repos/torvalds/linux/releases/latest | jq -r '.tag_name') #=> e.g., v6.6"
"Create a temporary named pipe, feed it with the output of ls -R /etc, and in parallel count the number of lines containing ""conf"" while also writing the full listing to /tmp/etc_listing.txt, then clean up the pipe.",pipe=$(mktemp -u); mkfifo $pipe; ls -R /etc > $pipe & cat $pipe | tee /tmp/etc_listing.txt | grep -c conf; rm $pipe
"Write a one‑liner that prints the size of each subdirectory (non‑recursive) in the current directory in human‑readable form, sorted descending.",du -sh ./*/ | sort -hr
"Find all symbolic links under /usr/lib that are broken, and delete them, printing each deleted path to stderr.","find /usr/lib -xtype l -print0 | xargs -0 -I{} sh -c 'echo \""Removing broken link: {}\"" >&2; rm {}'"
"Using awk, compute the median of the second column in a CSV file data.csv (comma‑separated), ignoring header line.","awk -F',' 'NR>1{a[NR-1]=$2} END{n=asort(a); if(n%2){print a[(n+1)/2]} else {print (a[n/2]+a[n/2+1])/2}}' data.csv #=> median value"
"Create a Bash script that accepts a directory path and a regex, then lists all files whose names match the regex, printing their permissions, size, and modification time in a long format, similar to ls -l.","#!/usr/bin/env bash
if [[ $# -ne 2 ]]; then echo \""Usage: $0 <dir> <regex>\""; exit 1; fi
dir=$1; regex=$2
find ""$dir"" -type f -regextype posix-extended -regex "".*$regex"" -exec ls -l {} +"
"Schedule a cron job that runs a script /opt/backup.sh at 2 am every Sunday, but only if the system load average over the last 5 minutes is below 0.5.","(crontab -l 2>/dev/null; echo \""0 2 * * 0 /usr/bin/env bash -c 'if (( $(awk \""{print ($1<0.5)}\"" /proc/loadavg) )); then /opt/backup.sh; fi'\"") | crontab -"
"Write a Bash loop that reads lines from stdin, treats each line as a URL, fetches it with curl (max 3 seconds timeout), and prints the HTTP status code together with the URL, skipping URLs that return a non‑2xx code.","while IFS= read -r url; do code=$(curl -o /dev/null -s -w \""%{http_code}\"" --max-time 3 ""$url""); if [[ $code =~ ^2 ]]; then echo \""$code $url\""; fi; done"
"Find all JSON files under /data, extract the value of the field ""user.id"" from each, deduplicate the IDs, and write them to ~/ids.txt.",find /data -type f -name '*.json' -print0 | xargs -0 -n1 jq -r '.user.id' | sort -u > ~/ids.txt
"Create a tar.gz archive of all modified .conf files in /etc that were changed in the last 48 hours, preserving permissions and timestamps, and store it as /tmp/changed_conf_$(date +%F).tgz","tar -czpf ""/tmp/changed_conf_$(date +%F).tgz"" $(find /etc -type f -name '*.conf' -mtime -2)"
"Write a Bash function named monitor_cpu that runs in the background, logs CPU usage (>80%) with timestamps to /var/log/cpu_alert.log, and stops after 10 alerts.","monitor_cpu(){ local count=0; while ((count<10)); do usage=$(awk '/^cpu /{print 100-($5*100/($2+$3+$4+$5+$6+$7+$8))}' /proc/stat); if (( $(echo ""$usage > 80"" | bc -l) )); then echo ""$(date '+%F %T') CPU $usage%"" >> /var/log/cpu_alert.log; ((count++)); fi; sleep 5; done; }; monitor_cpu &"
"List the top 5 processes consuming the most memory, showing PID, command, and memory % in descending order, and save the result to /tmp/top_mem.txt.","ps -eo pid,comm,%mem --sort=-%mem | head -n 6 > /tmp/top_mem.txt"
"Recursively replace all occurrences of the string ""fooBar"" with ""barFoo"" in .txt files under ~/projects, but only in files that contain the word ""TODO"".",find ~/projects -type f -name '*.txt' -exec grep -l 'TODO' {} + | xargs -d '\n' -I{} sed -i 's/fooBar/barFoo/g' {}
"Generate a report of disk usage per user in /home, sorted by total size, and display the top 3 users with the highest usage.",du -sh /home/* | sort -hr | head -n 3
"Using curl, download the latest release tarball of jq from GitHub API, verify its SHA256 checksum against the value returned by the API, and extract it to ~/tools/jq_latest/ if verification succeeds.","url=$(curl -s https://api.github.com/repos/stedolan/jq/releases/latest | jq -r '.assets[] | select(.name|test(""jq-.*\.tar\.gz"")) | .browser_download_url'); checksum=$(curl -s https://api.github.com/repos/stedolan/jq/releases/latest | jq -r '.assets[] | select(.name|test(""jq-.*\.tar\.gz\.sha256"")) | .browser_download_url' | xargs curl -sL); curl -L -o /tmp/jq.tar.gz ""$url""; echo ""$checksum  /tmp/jq.tar.gz"" | sha256sum -c - && mkdir -p ~/tools/jq_latest && tar -xzf /tmp/jq.tar.gz -C ~/tools/jq_latest"
Find all symbolic links in /usr/local/bin that point to non‑existent files and remove those broken links.,find /usr/local/bin -xtype l -exec rm -v {} +
"Write a one‑liner that prints the current Git branch name for each repository found under ~/code (depth 2), formatted as ""repo_path: branch"".","find ~/code -maxdepth 2 -type d -name '.git' -printf '%h\n' | while read repo; do (cd ""$repo"" && echo ""$repo: $(git rev-parse --abbrev-ref HEAD)""); done"
"Create a temporary named pipe, feed it with the output of ""ps aux"", then use awk to print the PID and command of processes owned by root, and finally clean up the pipe.","pipe=$(mktemp -u); mkfifo ""$pipe""; ps aux > ""$pipe"" & while read -r line; do echo ""$line"" | awk '$1==""root"" {print $2, $11}'; done < ""$pipe""; rm -f ""$pipe"""
"Monitor /var/log/auth.log in real time, alert (via mail) when a failed SSH login occurs, but suppress duplicate alerts for the same IP within 5 minutes.","tail -F /var/log/auth.log | awk '/Failed password for/ {print $11}' | while read ip; do lockfile=""/tmp/ssh_alert_${ip}""; if [ ! -e ""$lockfile"" ]; then echo ""Failed SSH login from $ip"" | mail -s 'SSH Alert' admin@example.com; touch -t $(date -d '+5 minutes' +%Y%m%d%H%M) ""$lockfile""; fi; done"
"Compress all log files older than 30 days in /var/log, preserving directory structure, into a single archive /backup/old_logs_$(date +%F).tar.bz2, then delete the original files.",tar -cjf /backup/old_logs_$(date +%F).tar.bz2 $(find /var/log -type f -mtime +30) && find /var/log -type f -mtime +30 -delete
"List all open network ports together with the owning process name and PID, sorted by port number, and output in CSV format.","ss -tulpn | awk 'NR>1 {gsub(/.*:/,""""); print $5"",""$7}' | sort -t',' -k1,1n"
"Write a Bash script that reads a list of URLs from urls.txt, downloads each with curl (max 3 retries), computes its MD5 hash, and writes ""url md5"" pairs to hashes.txt, skipping URLs that already exist in hashes.txt.","#!/usr/bin/env bash
while read -r url; do
  grep -q ""^$url "" hashes.txt && continue
  for i in {1..3}; do
    if curl -sSfL ""$url"" -o /tmp/tmpfile; then break; fi; done
  md5=$(md5sum /tmp/tmpfile | cut -d' ' -f1)
  echo ""$url $md5"" >> hashes.txt
  rm -f /tmp/tmpfile
done < urls.txt"
"Find the 10 largest files across the entire filesystem, ignoring mounted network filesystems, and display their size, path, and owning user.",find / -xdev -type f -printf '%s %p %u\n' 2>/dev/null | sort -nr | head -n 10
"Create a Bash function called json_pretty that reads a compact JSON string from stdin and outputs a pretty‑printed version using jq, handling invalid JSON gracefully.",json_pretty(){ if jq . >/dev/null 2>&1; then jq .; else echo 'Invalid JSON' >&2; return 1; fi; }
"Using awk, extract the second column from a CSV file where the first column matches the regex ^[A-Z]{3}[0-9]+$, and write the results to matches.txt.","awk -F',' '$1 ~ /^[A-Z]{3}[0-9]+$/ {print $2}' input.csv > matches.txt"
"Generate a diff between two directories (/opt/app/v1 and /opt/app/v2) that ignores whitespace changes and file permission differences, and save it to /tmp/app_diff.patch.",diff -r -b -N --ignore-all-space --no-dereference /opt/app/v1 /opt/app/v2 > /tmp/app_diff.patch
"Write a one‑liner that prints the total number of lines of code (excluding blank lines and comments) for each .py file in the current repo, sorted descending.","git ls-files '*.py' | xargs -d '\n' wc -l | awk 'NF{print $2,$1}' | while read file cnt; do lines=$(grep -vE '^\s*(#|$)' ""$file"" | wc -l); echo ""$lines $file""; done | sort -nr"
"Identify all processes that have open file descriptors to deleted files, and list their PID, command, and the path of the deleted file.","lsof +L1 | awk 'NR>1 {print $2, $1, $9}'"
"Recursively search /var/www for PHP files that contain the function call ""eval("" and replace it with ""/* eval removed */"" while creating a backup with .bak extension.",find /var/www -type f -name '*.php' -exec sed -i.bak 's/eval(/\/\* eval removed *\//g' {} +
"Create a monitoring loop that checks every 30 seconds whether the service nginx is active; if it stops, attempt to restart it and log the attempt with a timestamp to /var/log/nginx_monitor.log.","while true; do if ! systemctl is-active --quiet nginx; then echo ""$(date '+%F %T') nginx down, restarting"" >> /var/log/nginx_monitor.log; systemctl restart nginx; fi; sleep 30; done &"
"Using perl, extract all IPv4 addresses from /var/log/apache2/access.log and count occurrences, then output the top 5 IPs.",perl -nE 'say $1 if /([0-9]+(?:\.[0-9]+){3})/' /var/log/apache2/access.log | sort | uniq -c | sort -nr | head -n 5
"Write a Bash one‑liner that prints the total size of each top‑level directory in /var, in human‑readable form, sorted by size descending.",du -sh /var/* | sort -hr
"Find all files larger than 100 MiB that have not been accessed in the last 180 days, compress them with xz preserving attributes, and move the archives to /archive/old/.","find / -type f -size +100M -atime +180 -print0 | while IFS= read -r -d '' f; do xz -k -c ""$f"" > ""/archive/old/$(basename ""$f"").xz"" && chmod --reference=""$f"" ""/archive/old/$(basename ""$f"").xz""; done"
"Create a Bash function called retry that takes a command and a max retry count, executes the command, and retries with exponential backoff (2,4,8…) until success or limit reached.","retry(){ local max=$1; shift; local attempt=0; local delay=2; while ((attempt<max)); do ""$@"" && return 0; attempt=$((attempt+1)); echo ""Attempt $attempt failed, sleeping $delay sec""; sleep $delay; delay=$((delay*2)); done; return 1; }"
"Parse a CSV file with a header row, convert the ""date"" column from MM/DD/YYYY to ISO‑8601 (YYYY‑MM‑DD), and write the transformed CSV to output.csv using csvkit tools.","csvcut -c date input.csv | csvformat -U 1 | csvsql --query ""SELECT *, strftime('%Y-%m-%d', date) AS iso_date FROM stdin"" | csvcut -C date > output.csv"
"List all Docker containers that have exited with a non‑zero status, and remove them in a single command.",docker ps -a --filter 'status=exited' --filter 'exit-code!=0' -q | xargs -r docker rm
"Write a Bash snippet that reads lines from stdin, groups them by the first field (space‑separated), and outputs each group preceded by the count of lines in that group.","awk '{count[$1]++; lines[$1]=lines[$1]""\n""$0} END {for (g in count) print count[g] "":"" lines[g]}'"
"Find all ELF binaries under /usr/bin that are linked against libssl.so, and output their full paths.",find /usr/bin -type f -executable -exec ldd {} + 2>/dev/null | awk '/libssl\.so/ {print FILENAME}' | uniq
"Create a cron‑compatible one‑liner that backs up the MySQL database ""prod"" to /backup/prod_$(date +\%F).sql.gz, keeping only the last 7 backups.",0 2 * * * mysqldump prod | gzip > /backup/prod_$(date +\%F).sql.gz && ls -1t /backup/prod_*.sql.gz | tail -n +8 | xargs -r rm -f
"Write a Bash loop that reads usernames from /etc/passwd, checks if each has a home directory, and if missing, creates /home/<user> with appropriate ownership and a default .bashrc skeleton.","while IFS=: read -r user _ uid gid _ home _; do if [ ! -d ""$home"" ]; then mkdir -p ""$home"" && cp /etc/skel/.bashrc ""$home/"" && chown ""$uid:$gid"" ""$home"" -R; fi; done < <(cut -d: -f1,3,4,6 /etc/passwd)"
